,Gene name,Gene description,dN with Chimpanzee,dS with Chimpanzee,dN/dS with Chimpanzee,dN with Mouse,dS with Mouse,dN/dS with Mouse,present in DrugBank
4384,FAM122C,family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202],0.0077,0.0054,1.4259,0.5844,0.773,0.756,False
4385,ATG12,autophagy related 12 [Source:HGNC Symbol;Acc:HGNC:588],0.0096,0.0323,0.2972,0.0566,0.5544,0.1021,False
4386,LTN1,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082],0.0027,0.0076,0.3553,0.0846,0.5735,0.1475,False
4387,UST,uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223],0.0022,0.0161,0.1366,0.0167,0.4736,0.0353,False
4388,DRAP1,DR1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:3019],0.0,0.0,,0.0309,0.6259,0.0494,False
4389,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648],0.0041,0.0046,0.8913,0.0756,0.6877,0.1099,False
4390,WDR4,WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756],0.0077,0.0278,0.277,0.1464,0.7023,0.2085,False
4391,LRRC3B,leucine rich repeat containing 3B [Source:HGNC Symbol;Acc:HGNC:28105],0.0,0.0,,0.0018,0.5148,0.0035,False
4392,CCDC188,coiled-coil domain containing 188 [Source:HGNC Symbol;Acc:HGNC:51899],0.0044,0.0187,0.2353,0.19,0.7404,0.2566,False
4393,DOCK11,dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483],0.0002,0.0071,0.0282,0.0173,0.4002,0.0432,False
4394,DHX8,DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749],0.0,0.0,,0.0072,0.5379999999999999,0.0134,False
4395,CTAGE6,CTAGE family member 6 [Source:HGNC Symbol;Acc:HGNC:28644],0.0399,0.0677,0.5894,0.2006,0.5005,0.4008,False
4396,STIMATE,STIM activating enhancer [Source:HGNC Symbol;Acc:HGNC:30526],0.0016,0.0086,0.186,0.0111,0.4087,0.0272,False
4397,MAU2,MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140],0.0212,0.051,0.4157,0.0189,0.8948,0.0211,False
4398,MCMBP,minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782],0.0,0.0,,0.0356,0.716,0.0497,False
4399,NSFL1C,NSFL1 cofactor [Source:HGNC Symbol;Acc:HGNC:15912],0.0,0.0,,0.018000000000000002,0.3116,0.0578,False
4400,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B [Source:HGNC Symbol;Acc:HGNC:30611],0.0,0.0,,0.0096,0.4295,0.0224,False
4401,FAM122B,family with sequence similarity 122B [Source:HGNC Symbol;Acc:HGNC:30490],0.0,0.0,,0.0783,0.3746,0.209,False
4402,MAMLD1,mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568],0.0179,0.0177,1.0113,0.2349,0.5894,0.3985,False
4403,NOX4,NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891],0.0033,0.0098,0.3367,0.0521,0.4872,0.1069,False
4404,U2AF2,U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156],0.0,0.0,,0.0009,0.5476,0.0016,False
4405,DMP1,dentin matrix acidic phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:2932],0.0118,0.0165,0.7152,0.2225,1.2557,0.1772,False
4406,DDX21,DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744],0.0006,0.0048,0.125,0.0987,0.5971,0.1653,False
4407,LRP1B,LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693],0.0025,0.0158,0.1582,0.0418,0.5427,0.077,False
4408,DSPP,dentin sialophosphoprotein [Source:HGNC Symbol;Acc:HGNC:3054],0.0616,0.2104,0.2928,0.3372,0.8435,0.3998,False
4409,SEC24D,"SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]",0.001,0.0111,0.0901,0.067,0.6474,0.1035,False
4410,IBSP,integrin binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341],0.0107,0.0258,0.4147,0.2037,0.7717,0.264,False
4411,GRM8,glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600],0.0011,0.0061,0.1803,0.0201,0.3876,0.0519,True
4412,FILIP1,filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015],0.0016,0.0049,0.3265,0.0296,0.9917,0.0298,False
4413,USP18,ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616],0.0037,0.0254,0.1457,0.1836,0.8128,0.2259,False
4414,ADGRV1,adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416],0.0048,0.0062,0.7742,0.1129,0.5524,0.2044,False
4415,MIOS,meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905],0.0,0.0,,0.0086,0.418,0.0206,False
4416,MROH8,maestro heat like repeat family member 8 [Source:HGNC Symbol;Acc:HGNC:16125],0.0647,0.0743,0.8708,0.2284,0.524,0.4359,False
4417,RPL37,ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347],0.0,0.0,,0.0,0.0,,False
4418,REEP6,receptor accessory protein 6 [Source:HGNC Symbol;Acc:HGNC:30078],0.12300000000000001,0.23199999999999998,0.5302,0.155,0.7827,0.198,False
4419,HSF5,heat shock transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:26862],0.004,0.01,0.4,0.057999999999999996,0.2798,0.2073,False
4420,ADGRG6,adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841],0.0027,0.009000000000000001,0.3,0.0994,0.5654,0.1758,False
4421,SULF1,sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391],0.012,0.009000000000000001,1.3333,0.0364,0.6558,0.0555,False
4422,TBC1D23,TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622],0.0167,0.0426,0.392,0.0284,0.5091,0.0558,False
4423,TMX3,thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718],0.0022,0.0119,0.1849,0.044000000000000004,0.3705,0.1188,False
4424,MT1F,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398],0.0067,0.2059,0.0325,0.1172,7.6799,0.0153,False
4425,MBLAC1,metallo-beta-lactamase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22180],0.0016,0.0227,0.0705,0.19399999999999998,0.9991,0.1942,False
4426,CNPY4,canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631],0.0,0.0,,0.0844,0.6025,0.1401,False
4427,SLC38A5,solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070],0.001,0.0142,0.0704,0.0703,0.503,0.1398,False
4428,C9orf40,chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433],0.0048,0.0125,0.384,0.2572,0.5736,0.4484,False
4429,LETM1,leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556],0.0184,0.0789,0.2332,0.08900000000000001,0.8739,0.1018,False
4430,MYBPC3,"myosin binding protein C, cardiac [Source:HGNC Symbol;Acc:HGNC:7551]",0.0017,0.0195,0.0872,0.0501,0.7013,0.0714,False
4431,CHERP,calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:HGNC:16930],0.0,0.0,,0.024,1.2318,0.0195,False
4432,CAMLG,calcium modulating ligand [Source:HGNC Symbol;Acc:HGNC:1471],0.0015,0.013999999999999999,0.1071,0.0659,0.6534,0.1009,False
4433,DRG2,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030],0.0,0.0,,0.0062,0.5408,0.0115,False
4434,CARNMT1,carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435],0.0,0.0,,0.0445,0.3285,0.1355,False
4435,ALS2CL,ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605],0.0032,0.0197,0.1624,0.1016,0.9157,0.111,False
4436,TAF6,TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540],0.0007,0.0241,0.029,0.0121,0.6683,0.0181,False
4437,ISL2,ISL LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18524],0.0,0.0,,0.0056,0.5316,0.0105,False
4438,SLC26A4,solute carrier family 26 member 4 [Source:HGNC Symbol;Acc:HGNC:8818],0.0044,0.0148,0.2973,0.067,0.5165,0.1297,False
4439,AC119674.2,novel transcript,0.002,0.0129,0.155,0.0179,0.7993,0.0224,False
4440,DUT,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078],0.0136,0.0089,1.5281,0.1596,0.9493,0.1681,False
4441,PLPP3,phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229],0.0016,0.0118,0.1356,0.0232,0.716,0.0324,False
4442,CRIP3,cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751],0.0021,0.008,0.2625,0.1172,0.5351,0.219,False
4443,ZC3H8,zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941],0.003,0.0138,0.2174,0.1112,0.455,0.2444,False
4444,ALKAL2,ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683],0.0031,0.0081,0.3827,0.1604,0.8577,0.187,False
4445,MESD,mesoderm development LRP chaperone [Source:HGNC Symbol;Acc:HGNC:13520],0.0,0.0,,0.0707,0.8177,0.0865,False
4446,RPN2,ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382],0.0042,0.0201,0.209,0.0421,0.425,0.0991,False
4447,MOB1A,MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015],0.0195,0.0309,0.6311,0.0,0.0,,False
4448,CEMIP,cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213],0.0028,0.0107,0.2617,0.0471,0.5754,0.0819,False
4449,ANGPT1,angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484],0.0,0.0,,0.0118,0.3899,0.0303,False
4450,UIMC1,ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:HGNC:30298],0.0163,0.028999999999999998,0.5621,0.1395,0.268,0.5205,False
4451,TBC1D21,TBC1 domain family member 21 [Source:HGNC Symbol;Acc:HGNC:28536],0.0043,0.0037,1.1622,0.061,0.5996,0.1017,False
4452,ZNF318,zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578],0.003,0.0057,0.5263,0.1513,0.3687,0.4104,False
4453,CLCN4,chloride voltage-gated channel 4 [Source:HGNC Symbol;Acc:HGNC:2022],0.0,0.0,,0.0068,0.7358,0.0092,False
4454,ADGRB3,adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945],0.001,0.0075,0.1333,0.0078,0.3497,0.0223,False
4455,CD82,CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210],0.0015,0.0348,0.0431,0.158,1.3642,0.1158,False
4456,FAM168A,family with sequence similarity 168 member A [Source:HGNC Symbol;Acc:HGNC:28999],0.0,0.0,,0.0,0.0,,False
4457,RETREG1,reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964],0.0011,0.0075,0.1467,0.0556,0.4636,0.1199,False
4458,SLC22A7,solute carrier family 22 member 7 [Source:HGNC Symbol;Acc:HGNC:10971],0.0018,0.0079,0.2278,0.1552,0.4996,0.3106,True
4459,MYO18A,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104],0.0006,0.0145,0.0414,0.0243,0.6884,0.0353,False
4460,SLC17A2,solute carrier family 17 member 2 [Source:HGNC Symbol;Acc:HGNC:10930],0.001,0.0026,0.3846,0.077,0.5026,0.1532,False
4461,RSPH6A,radial spoke head 6 homolog A [Source:HGNC Symbol;Acc:HGNC:14241],0.0042,0.0238,0.1765,0.1253,1.2751,0.0983,False
4462,EPN1,epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604],0.0035,0.0186,0.1882,0.025,0.5927,0.0422,False
4463,NCKAP1,NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666],0.0,0.0,,0.0028,0.4383,0.0064,False
4464,LYSMD3,LysM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969],0.0028,0.005,0.56,0.0975,0.6377,0.1529,False
4465,P4HA1,prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546],0.0305,0.055,0.5545,0.0365,0.5527,0.066,True
4466,FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757],0.001,0.0043,0.2326,0.0074,0.6061,0.0122,False
4467,CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion [Source:HGNC Symbol;Acc:HGNC:15781],0.0354,0.1084,0.3266,0.0666,0.853,0.0781,False
4468,TM7SF2,transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863],0.0055,0.0093,0.5914,0.0766,0.6649,0.1152,False
4469,PHOX2B,paired like homeobox 2B [Source:HGNC Symbol;Acc:HGNC:9143],0.0,0.0,,0.0,0.0,,False
4470,CDC16,cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720],0.0,0.0,,0.0232,0.5675,0.0409,False
4471,CARD6,caspase recruitment domain family member 6 [Source:HGNC Symbol;Acc:HGNC:16394],0.0084,0.0074,1.1351,0.2927,0.6183,0.4734,False
4472,CDK9,cyclin dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780],0.0,0.0,,0.0057,0.9690000000000001,0.0059,False
4473,GCNT4,glucosaminyl (N-acetyl) transferase 4 [Source:HGNC Symbol;Acc:HGNC:17973],0.0023,0.0,inf,0.1142,0.6278,0.1819,False
4474,TMEM40,transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620],0.0076,0.0841,0.0904,0.122,0.6557,0.1861,False
4475,ZC3H6,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762],0.0045,0.0169,0.2663,0.1307,0.3982,0.3282,False
4476,TSPO2,translocator protein 2 [Source:HGNC Symbol;Acc:HGNC:21256],0.0,0.0,,0.2295,0.6204,0.3699,False
4477,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]",0.0077,0.0108,0.713,0.0845,0.6124,0.138,False
4478,ABCA1,ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29],0.0108,0.0232,0.4655,0.0242,0.5052,0.0479,True
4479,DLG4,discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903],0.0,0.0,,0.0105,0.3819,0.0275,False
4480,CNDP2,carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437],0.0046,0.0285,0.1614,0.0442,1.0085,0.0438,False
4481,MTMR4,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452],0.002,0.0095,0.2105,0.0441,0.3585,0.123,False
4482,TCAF1,TRPM8 channel associated factor 1 [Source:HGNC Symbol;Acc:HGNC:22201],0.0016,0.0088,0.1818,0.0523,0.519,0.1008,False
4483,HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005],0.0016,0.0127,0.126,0.0645,0.5961,0.1082,False
4484,OR4C46,olfactory receptor family 4 subfamily C member 46 [Source:HGNC Symbol;Acc:HGNC:31271],0.0281,0.027999999999999997,1.0036,0.0975,0.7317,0.1333,False
4485,CALHM5,calcium homeostasis modulator family member 5 [Source:HGNC Symbol;Acc:HGNC:21568],0.0031,0.0075,0.4133,0.0858,0.6126,0.1401,False
4486,ANKRD31,ankyrin repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:26853],0.0076,0.011000000000000001,0.6909,0.3064,0.5222,0.5867,False
4487,CALHM4,calcium homeostasis modulator family member 4 [Source:HGNC Symbol;Acc:HGNC:21094],0.0,0.0,,0.1563,0.4971,0.3144,False
4488,DDX60,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942],0.0043,0.0059,0.7288,0.1646,0.6014,0.2737,False
4489,DNTTIP1,deoxynucleotidyltransferase terminal interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160],0.0,0.0,,0.017,0.5548,0.0306,False
4490,CIAO1,cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280],0.0182,0.0287,0.6341,0.0251,0.5073,0.0495,False
4491,RPP40,ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992],0.0103,0.0067,1.5373,0.0862,0.4925,0.175,False
4492,MYO15A,myosin XVA [Source:HGNC Symbol;Acc:HGNC:7594],0.0061,0.0284,0.2148,0.0898,0.8277,0.1085,False
4493,MEPE,matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:HGNC:13361],0.0106,0.0074,1.4324,0.3468,1.0621,0.3265,False
4494,L1CAM,L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470],0.0014,0.0073,0.1918,0.0593,0.6657,0.0891,False
4495,GPR173,G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186],0.0,0.0,,0.0025,0.2463,0.0102,False
4496,TRAPPC3L,trafficking protein particle complex 3 like [Source:HGNC Symbol;Acc:HGNC:21090],0.055,0.0745,0.7383,0.0393,0.3796,0.1035,False
4497,APOBEC2,apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:605],0.0022,0.0,inf,0.0434,0.5922,0.0733,False
4498,LGALS12,galectin 12 [Source:HGNC Symbol;Acc:HGNC:15788],0.0041,0.0118,0.3475,0.1181,0.3412,0.3461,False
4499,POFUT2,protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683],0.0339,0.0912,0.3717,0.037000000000000005,1.1087,0.0334,False
4500,LOXL1,lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665],0.0021,0.0356,0.059,0.0418,0.7829,0.0534,False
4501,WFS1,wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762],0.0027,0.0754,0.0358,0.063,1.2504,0.0504,False
4502,BMP10,bone morphogenetic protein 10 [Source:HGNC Symbol;Acc:HGNC:20869],0.001,0.0147,0.068,0.0785,0.6940000000000001,0.1131,False
4503,POLB,DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174],0.0,0.0,,0.018000000000000002,0.5502,0.0327,True
4504,SLC38A2,solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448],0.001,0.002,0.5,0.0618,0.7991,0.0773,False
4505,AP4M1,adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574],0.001,0.0054,0.1852,0.0338,0.5752,0.0588,False
4506,SNRPC,small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157],0.0,0.0,,0.0031,0.5397,0.0057,False
4507,NPR2,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944],0.0015,0.0069,0.2174,0.0063,0.3339,0.0189,True
4508,UBE2G1,ubiquitin conjugating enzyme E2 G1 [Source:HGNC Symbol;Acc:HGNC:12482],0.0,0.0,,0.0,0.0,,False
4509,MYCBP,MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554],0.1057,0.1513,0.6986,0.0147,0.1412,0.1041,False
4510,XPO1,exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825],0.0004,0.0095,0.0421,0.0091,0.4631,0.0197,False
4511,GPR157,G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687],0.0077,0.0302,0.255,0.0941,0.9590000000000001,0.0981,False
4512,CEND1,cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153],0.0063,0.017,0.3706,0.1067,0.615,0.1735,False
4513,CYYR1,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274],0.0065,0.0,inf,0.0895,0.5774,0.155,False
4514,EXT1,exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512],0.0006,0.0052,0.1154,0.003,0.1832,0.0164,False
4515,RRAGC,Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902],0.0,0.0,,0.0045,0.3206,0.014,False
4516,EHMT2,euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129],0.0015,0.0164,0.0915,0.022000000000000002,0.6955,0.0316,False
4517,CSMD1,CUB and Sushi multiple domains 1 [Source:HGNC Symbol;Acc:HGNC:14026],0.0024,0.0255,0.0941,0.0328,0.9077,0.0361,False
4518,OR2A5,olfactory receptor family 2 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:8232],0.0048,0.0288,0.1667,0.0788,0.7168,0.1099,False
4519,NOVA1,NOVA alternative splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:7886],0.001,0.0044,0.2273,0.0019,0.1193,0.0159,False
4520,RHBDL2,rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083],0.0,0.0,,0.0899,0.455,0.1976,False
4521,MTM1,myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448],0.0,0.0,,0.04,0.4603,0.0869,False
4522,C3orf33,chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434],0.0035,0.012,0.2917,0.1551,0.5494,0.2823,False
4523,SRD5A1,steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284],0.0,0.0,,0.2604,0.7828,0.3327,True
4524,FAM189A1,family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075],0.0109,0.0081,1.3457,0.1156,0.7138,0.162,False
4525,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719],0.0031,0.0143,0.2168,0.4385,0.7879999999999999,0.5565,True
4526,AP2S1,adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565],0.0,0.0,,0.0061,0.6649,0.0092,False
4527,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]",0.0028,0.0163,0.1718,0.1006,0.6643,0.1514,False
4528,AL139260.3,novel protein,0.1547,0.2033,0.7609,0.0555,0.2281,0.2433,False
4529,SLC33A1,solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95],0.0029,0.0053,0.5472,0.0324,0.4793,0.0676,False
4530,CLBA1,clathrin binding box of aftiphilin containing 1 [Source:HGNC Symbol;Acc:HGNC:20126],0.0059,0.0147,0.4014,0.26899999999999996,0.7322,0.3674,False
4531,MOSPD1,motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235],0.0,0.0,,0.0137,0.325,0.0422,False
4532,SPAG8,sperm associated antigen 8 [Source:HGNC Symbol;Acc:HGNC:14105],0.0092,0.0188,0.4894,0.3925,0.6225,0.6305,False
4533,NIT2,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878],0.0019,0.0144,0.1319,0.0556,0.4025,0.1381,False
4534,C7orf26,chromosome 7 open reading frame 26 [Source:HGNC Symbol;Acc:HGNC:21702],0.0,0.0,,0.0239,0.7673,0.0311,False
4535,E2F4,E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118],0.0043,0.0071,0.6056,0.0368,0.4875,0.0755,False
4536,DGKH,diacylglycerol kinase eta [Source:HGNC Symbol;Acc:HGNC:2854],0.0008,0.0102,0.0784,0.0544,0.6329,0.086,False
4537,ZFPL1,zinc finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:12868],0.003,0.0204,0.1471,0.0386,0.5566,0.0693,False
4538,RSPO2,R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583],0.002,0.0041,0.4878,0.0185,0.3195,0.0579,False
4539,WDR83OS,WD repeat domain 83 opposite strand [Source:HGNC Symbol;Acc:HGNC:30203],0.0,0.0,,0.0,0.0,,False
4540,ZNF853,zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767],0.0059,0.0054,1.0926,0.1663,1.7404,0.0956,False
4541,AKAP7,A-kinase anchoring protein 7 [Source:HGNC Symbol;Acc:HGNC:377],0.0044,0.0111,0.3964,0.1197,0.6779999999999999,0.1765,False
4542,ALKBH5,"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]",0.0,0.0,,0.0126,0.6009,0.021,False
4543,DDX46,DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681],0.0,0.0,,0.0049,0.6104,0.008,False
4544,DHPS,deoxyhypusine synthase [Source:HGNC Symbol;Acc:HGNC:2869],0.0033,0.0163,0.2025,0.045,0.6652,0.0676,False
4545,KDM5D,lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115],0.0039,0.0127,0.3071,0.1108,0.6871,0.1613,True
4546,TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:HGNC Symbol;Acc:HGNC:25481],0.0022,0.03,0.0733,0.0615,0.5874,0.1047,False
4547,KIF1BP,KIF1 binding protein [Source:HGNC Symbol;Acc:HGNC:23419],0.0009,0.0028,0.3214,0.0411,0.7086,0.058,False
4548,HSF1,heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224],0.0031,0.0196,0.1582,0.0561,0.7137,0.0786,False
4549,CNTNAP3B,contactin associated protein like 3B [Source:HGNC Symbol;Acc:HGNC:32035],0.0839,0.1112,0.7545,0.1554,0.6535,0.2378,False
4550,SYNPO2,synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732],0.0282,0.0292,0.9658,0.115,0.4684,0.2455,False
4551,KIZ,kizuna centrosomal protein [Source:HGNC Symbol;Acc:HGNC:15865],0.0073,0.0094,0.7766,0.1982,0.3034,0.6533,False
4552,VPS51,VPS51 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:1172],0.0106,0.0286,0.3706,0.0194,0.8226,0.0236,False
4553,WNT5A,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784],0.0022,0.0134,0.1642,0.0057,0.7038,0.0081,False
4554,RPA3,replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291],0.0079,0.01,0.79,0.1322,0.5072,0.2606,False
4555,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]",0.0023,0.008,0.2875,0.0302,0.7156,0.0422,False
4556,AVPR2,arginine vasopressin receptor 2 [Source:HGNC Symbol;Acc:HGNC:897],0.0012,0.0189,0.0635,0.076,0.743,0.1023,True
4557,ADGRL2,adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582],0.0017,0.0065,0.2615,0.0211,0.6336,0.0333,False
4558,GLCCI1,glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713],0.0009,0.0123,0.0732,0.0315,0.3058,0.103,False
4559,SPATA5,spermatogenesis associated 5 [Source:HGNC Symbol;Acc:HGNC:18119],0.0032,0.0095,0.3368,0.0872,0.4604,0.1894,False
4560,C5orf24,chromosome 5 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:26746],0.0356,0.068,0.5235,0.0309,0.2843,0.1087,False
4561,DGAT1,diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843],0.0,0.0,,0.07400000000000001,0.8882,0.0833,False
